province,quarter,year,quarter,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_thb_2021,density_per_km2
Jakarta,2024-Q1,2024,1,22.001582196741165,10.77079229144374,27.77926556958452,1305079,23,True,Java,1,10678000,1850432.0,16141
Jambi,2024-Q1,2024,1,15.58478694796073,7.339594770851548,34.963673108338256,28774,1,True,Sumatra,1,3768500,439136.0,77
Lampung,2024-Q1,2024,1,17.47695786768682,8.464591611243351,44.5247277816345,67707,6,True,Sumatra,3,9522900,275840.0,284
Maluku,2024-Q1,2024,1,8.595771359831897,5.368285523645676,86.89232848935453,2959,1,True,Maluku Islands,4,1970600,175616.0,43
North Kalimantan,2024-Q1,2024,1,13.434048649068036,5.977617066792599,33.94144144144144,777,1,True,Kalimantan,1,749400,1044576.0,11
North Sulawesi,2024-Q1,2024,1,10.844455874709698,6.695122738951524,104.07327350235587,40126,2,True,Sulawesi,2,2721400,364032.0,188
North Sumatra,2024-Q1,2024,1,24.22169672761113,8.813584790112044,38.20146091284424,185062,6,True,Sumatra,2,15785800,387744.0,218
Papua,2024-Q1,2024,1,9.410072697206337,4.94499295558456,109.32520660224652,20387,5,True,Western New Guinea,2,4600500,363936.0,15
Riau,2024-Q1,2024,1,29.410841167308885,7.375619616595979,28.156653506350075,112290,6,True,Sumatra,1,6811200,874688.0,76
Riau Islands,2024-Q1,2024,1,33.56528216600979,8.994450974242964,13.64172027222888,15869,4,True,Sumatra,1,2213500,876480.0,271
South Kalimantan,2024-Q1,2024,1,14.587218236955788,6.743304819484259,48.98387446680888,120044,7,True,Kalimantan,3,4323300,314688.0,116
South Sulawesi,2024-Q1,2024,1,16.241702935244867,7.475298798726047,44.14301629797526,203841,7,True,Sulawesi,2,9563100,401824.0,211
South Sumatra,2024-Q1,2024,1,22.443055174120857,8.04722392714299,37.83740049287046,140413,2,True,Sumatra,2,8928500,387264.0,103
Southeast Sulawesi,2024-Q1,2024,1,13.592388039266435,4.998819198570176,61.96233392393103,16933,4,True,Sulawesi,3,2836700,352288.0,78
West Java,2024-Q1,2024,1,17.388720585285046,9.765108533651988,29.039169938411625,526971,29,True,Java,3,50759000,305152.0,1370
West Kalimantan,2024-Q1,2024,1,13.810836603623052,6.271010466055856,45.82992738960385,81073,1,True,Kalimantan,3,5766000,284800.0,39
